0.5496624778787091 0.4353223926182769 1.0
0.42036780208748903 0.3303348210038741 1.0
0.2046486340378425 0.6192709663506637 1.0
0.29965467367452314 0.26682727510286663 1.0
0.6211338327692949 0.5291420942770391 1.0
0.13457994534493356 0.5135781212657464 1.0
0.18443986564691528 0.7853351478166735 1.0
0.8539752926394888 0.4942368373819278 1.0
0.846561485357468 0.079645477009061 -1.0
0.505246090121704 0.06528650438687811 -1.0
0.42812232759738944 0.09653091566061256 -1.0
0.12715997170127746 0.5967453089785958 1.0
0.22601200060423587 0.10694568430998297 -1.0
0.2203062070705597 0.34982628500329926 1.0
0.46778748458230024 0.20174322626496533 -1.0
0.6404067252149148 0.48306983555175165 1.0
0.5052367200185491 0.3868926511185593 1.0
0.7936374544415771 0.5800041788778066 1.0
0.16229859850231387 0.7007523466071562 1.0
0.9645510800892552 0.5000083611702167 1.0
